,Key,date,season,away,home,Away Line Close,Away Odds Close,Home Odds Close,point_diff,win,cover,eloaway,elohome,eloaway_lag1,elohome_lag1,eloaway_lag2,elohome_lag2
999,2018-10-21ravnor,2018-10-21,2018,nor,rav,2.5,2.25,1.68,1,1,1,1642.22829314905,1602.3112507963,1619.26604024319,1568.81415055369,1612.47920144052,1598.26267753824
1000,2018-10-21sdgoti,2018-10-21,2018,oti,sdg,6.5,3.4,1.33,-1,0,1,1472.91739475797,1581.06729589987,1518.93200809193,1568.65384377825,1534.68596053476,1550.82234408431
1001,2018-10-21sforam,2018-10-21,2018,ram,sfo,-8.5,1.23,4.25,29,1,1,1649.62042853927,1370.44942343968,1657.81443601594,1372.04441144566,1649.57263796619,1397.16746120588
1002,2018-10-21tamcle,2018-10-21,2018,cle,tam,3.5,2.6,1.55,-3,0,1,1327.02095449466,1470.342119718753,1356.19536957313,1471.8488217115,1331.8965509273,1540.15623442398
1003,2018-10-21wasdal,2018-10-21,2018,dal,was,-1.0,1.8,2.05,-3,0,0,1536.72976746963,1490.73137896116,1492.69313253938,1474.24403935655,1513.12905952191,1496.92228585308
1004,2018-10-22atlnyg,2018-10-22,2018,nyg,atl,4.0,2.8,1.45,-3,0,1,1367.49509728442,1570.88772516379,1391.64233740727,1552.30183032072,1393.71312240351,1586.00130234711
1005,2018-10-25htxmia,2018-10-25,2018,mia,htx,7.5,4.0,1.26,-19,0,0,1410.77889622731,1471.92033998956,1432.74956400388,1435.66279566156,1404.07836516653,1431.62579557262
1006,2018-10-28carrav,2018-10-28,2018,rav,car,-2.5,1.71,2.2,-15,0,0,1596.49254481743,1596.64187028483,1602.3112507963,1569.62438607248,1568.81415055369,1587.3352151386898
1007,2018-10-28chinyj,2018-10-28,2018,nyj,chi,8.5,4.25,1.23,-14,0,0,1419.82030546539,1510.95647258618,1455.20186950957,1522.7312873682802,1434.47658946918,1526.90360991203
1008,2018-10-28cintam,2018-10-28,2018,tam,cin,3.5,2.7,1.5,-3,0,1,1476.694443827896,1495.0346510831,1470.342119718753,1519.40971703619,1471.8488217115,1542.3832729491498
1009,2018-10-28crdsfo,2018-10-28,2018,sfo,crd,-2.5,1.66,2.3,-3,0,0,1342.18557516315,1337.27319492794,1370.44942343968,1392.47955791204,1372.04441144566,1406.41549699365
1010,2018-10-28detsea,2018-10-28,2018,sea,det,3.0,2.45,1.6,14,1,1,1546.285302553,1543.48176471347,1522.6393569834602,1512.25848464754,1531.25261295196,1501.29492856865
1011,2018-10-28jaxphi,2018-10-28,2018,phi,jax,-4.0,1.47,2.75,6,1,1,1650.73882598093,1472.9380070784,1674.4494943075802,1519.704126088101,1652.92607294305,1561.56756152115
1012,2018-10-28kanden,2018-10-28,2018,den,kan,8.5,4.5,1.22,-7,0,1,1464.29331958886,1688.83104084986,1423.76835191255,1663.8047735688,1429.49276981478,1670.99795150298
1013,2018-10-28minnor,2018-10-28,2018,nor,min,-2.5,1.68,2.25,10,1,1,1648.41016446513,1611.30613398697,1642.22829314905,1586.00005862007,1619.26604024319,1578.88863536476
1014,2018-10-28nygwas,2018-10-28,2018,was,nyg,-1.0,1.8,2.05,7,1,1,1500.81124693083,1367.12493153319,1490.73137896116,1367.49509728442,1474.24403935655,1391.64233740727
1015,2018-10-28pitcle,2018-10-28,2018,cle,pit,8.5,4.5,1.22,-15,0,0,1323.06312806114,1612.14317306652,1327.02095449466,1586.27094325797,1356.19536957313,1559.39059699328
1016,2018-10-28raiclt,2018-10-28,2018,clt,rai,-3.5,1.52,2.67,14,1,1,1448.92609201114,1390.7040393333,1409.18021387454,1417.18715264133,1426.95654518775,1432.73024818007
1017,2018-10-28ramgnb,2018-10-28,2018,gnb,ram,7.5,3.75,1.28,-2,0,1,1496.7737264072698,1668.0026097887,1484.97969261669,1649.62042853927,1496.69289476545,1657.81443601594
1018,2018-10-29bufnwe,2018-10-29,2018,nwe,buf,-13.5,1.08,8.5,19,1,1,1656.62890181635,1418.5257424747,1638.63165681663,1461.00782798533,1623.7355166956402,1521.0173907222
1019,2018-11-01sforai,2018-11-01,2018,rai,sfo,-1.5,1.76,2.1,-31,0,0,1370.34549736521,1252.72297732942,1390.7040393333,1342.18557516315,1417.18715264133,1370.44942343968
1020,2018-11-04bufchi,2018-11-04,2018,chi,buf,-10.0,1.2,4.75,32,1,1,1529.71697936054,1369.93393839368,1510.95647258618,1418.5257424747,1522.7312873682802,1461.00782798533
1021,2018-11-04cartam,2018-11-04,2018,tam,car,6.0,3.35,1.34,-14,0,0,1484.54145458494,1629.12492300182,1476.694443827896,1596.64187028483,1470.342119718753,1569.62438607248
1022,2018-11-04clekan,2018-11-04,2018,kan,cle,-8.0,1.23,4.25,16,1,1,1698.31647913389,1317.7065014541,1688.83104084986,1323.06312806114,1663.8047735688,1327.02095449466
1023,2018-11-04denhtx,2018-11-04,2018,htx,den,1.0,1.95,1.86,2,1,1,1506.94892514232,1455.9414196053,1471.92033998956,1464.29331958886,1435.66279566156,1423.76835191255
1024,2018-11-04mianyj,2018-11-04,2018,nyj,mia,3.0,2.4,1.62,-7,0,0,1403.43119298303,1387.06003463084,1419.82030546539,1410.77889622731,1455.20186950957,1432.74956400388
1025,2018-11-04mindet,2018-11-04,2018,det,min,4.5,2.8,1.45,-15,0,0,1512.73195000387,1583.76104404362,1543.48176471347,1611.30613398697,1512.25848464754,1586.00005862007
1026,2018-11-04norram,2018-11-04,2018,ram,nor,-2.0,1.76,2.1,-10,0,0,1668.64126161562,1666.65124241938,1668.0026097887,1648.41016446513,1649.62042853927,1642.22829314905
1027,2018-11-04nwegnb,2018-11-04,2018,gnb,nwe,5.0,2.85,1.44,-14,0,0,1488.63980311995,1670.33280937761,1496.7737264072698,1656.62890181635,1484.97969261669,1638.63165681663
1028,2018-11-04ravpit,2018-11-04,2018,pit,rav,1.5,2.05,1.8,7,1,1,1615.11435191458,1565.382566460966,1612.14317306652,1596.49254481743,1586.27094325797,1602.3112507963
1029,2018-11-04seasdg,2018-11-04,2018,sdg,sea,1.5,2.05,1.8,8,1,1,1587.25772659256,1584.14953046077,1581.06729589987,1546.285302553,1568.65384377825,1522.6393569834602
1030,2018-11-04wasatl,2018-11-04,2018,atl,was,2.0,2.1,1.76,24,1,1,1577.50071307157,1515.75029957142,1570.88772516379,1500.81124693083,1552.30183032072,1490.73137896116
1031,2018-11-05daloti,2018-11-05,2018,oti,dal,4.5,2.8,1.45,14,1,1,1474.15854284128,1527.9649029546902,1472.91739475797,1536.72976746963,1518.93200809193,1492.69313253938
1032,2018-11-08pitcar,2018-11-08,2018,car,pit,3.5,2.7,1.5,-31,0,0,1638.79948734351,1639.6888299022,1629.12492300182,1615.11435191458,1596.64187028483,1612.14317306652
1033,2018-11-11chidet,2018-11-11,2018,det,chi,7.0,3.8,1.27,-12,0,0,1480.9916289412402,1554.40563146769,1512.73195000387,1529.71697936054,1543.48176471347,1510.95647258618
1034,2018-11-11cinnor,2018-11-11,2018,nor,cin,-6.0,1.36,3.25,37,1,1,1694.25817006462,1506.89761902802,1666.65124241938,1495.0346510831,1648.41016446513,1519.40971703619
1035,2018-11-11cleatl,2018-11-11,2018,atl,cle,-5.5,1.38,3.15,-12,0,0,1616.89154624895,1315.46021004558,1577.50071307157,1317.7065014541,1570.88772516379,1323.06312806114
1036,2018-11-11cltjax,2018-11-11,2018,jax,clt,3.0,2.45,1.6,-3,0,0,1460.86414484846,1480.53372188372,1472.9380070784,1448.92609201114,1519.704126088101,1409.18021387454
1037,2018-11-11gnbmia,2018-11-11,2018,mia,gnb,12.0,6.25,1.13,-19,0,0,1399.23672557875,1477.08756026099,1387.06003463084,1488.63980311995,1410.77889622731,1496.7737264072698
1038,2018-11-11kancrd,2018-11-11,2018,crd,kan,16.0,10.5,1.06,-12,0,1,1352.38407751967,1710.0066078623202,1337.27319492794,1698.31647913389,1392.47955791204,1688.83104084986
1039,2018-11-11nyjbuf,2018-11-11,2018,buf,nyj,7.0,3.5,1.32,31,1,1,1419.04552807633,1454.09092293282,1369.93393839368,1403.43119298303,1418.5257424747,1419.82030546539
1040,2018-11-11otinwe,2018-11-11,2018,nwe,oti,-6.5,1.31,3.6,-24,0,0,1675.64084272186,1518.5937129566798,1670.33280937761,1474.15854284128,1656.62890181635,1472.91739475797
1041,2018-11-11phidal,2018-11-11,2018,dal,phi,7.0,3.9,1.27,7,1,1,1487.56042710963,1661.4117816039,1527.9649029546902,1650.73882598093,1536.72976746963,1674.4494943075802
1042,2018-11-11raisdg,2018-11-11,2018,sdg,rai,-10.0,1.19,5.0,14,1,1,1610.70324681363,1333.416932784172,1587.25772659256,1370.34549736521,1581.06729589987,1390.7040393333
1043,2018-11-11ramsea,2018-11-11,2018,sea,ram,9.0,4.75,1.2,-5,0,1,1556.53340652223,1657.82524199508,1584.14953046077,1668.64126161562,1546.285302553,1668.0026097887
1044,2018-11-11tamwas,2018-11-11,2018,was,tam,3.0,2.6,1.55,13,1,1,1478.4135433216,1471.07683792745,1515.75029957142,1484.54145458494,1500.81124693083,1476.694443827896
1045,2018-11-12sfonyg,2018-11-12,2018,nyg,sfo,3.0,2.45,1.6,4,1,1,1344.29153512542,1297.9022382324,1367.12493153319,1252.72297732942,1367.49509728442,1342.18557516315
1046,2018-11-15seagnb,2018-11-15,2018,gnb,sea,3.0,2.35,1.64,-3,0,0,1497.74286006029,1551.23222810158,1477.08756026099,1556.53340652223,1488.63980311995,1584.14953046077
1047,2018-11-18atldal,2018-11-18,2018,dal,atl,3.5,2.65,1.54,3,1,1,1524.285783081765,1575.38914394769,1487.56042710963,1616.89154624895,1527.9649029546902,1577.50071307157
1048,2018-11-18chimin,2018-11-18,2018,min,chi,2.5,2.2,1.71,-5,0,0,1595.48823409981,1584.48739177741,1583.76104404362,1554.40563146769,1611.30613398697,1529.71697936054
1049,2018-11-18cltoti,2018-11-18,2018,oti,clt,1.0,2.0,1.83,-28,0,0,1564.89222442053,1493.4764751584698,1518.5937129566798,1480.53372188372,1474.15854284128,1448.92609201114
1050,2018-11-18crdrai,2018-11-18,2018,rai,crd,4.5,2.8,1.45,2,1,1,1317.9204941589,1341.38762843629,1333.416932784172,1352.38407751967,1370.34549736521,1337.27319492794
1051,2018-11-18detcar,2018-11-18,2018,car,det,-4.0,1.47,2.75,-1,0,0,1605.6649234676402,1457.00673216667,1638.79948734351,1480.9916289412402,1629.12492300182,1512.73195000387
1052,2018-11-18jaxpit,2018-11-18,2018,pit,jax,-4.0,1.47,2.75,4,1,0,1677.46379301447,1457.4771341115,1639.6888299022,1460.86414484846,1615.11435191458,1472.9380070784
1053,2018-11-18norphi,2018-11-18,2018,phi,nor,7.5,3.8,1.27,-41,0,0,1628.02754426524,1724.80613878878,1661.4117816039,1694.25817006462,1650.73882598093,1666.65124241938
1054,2018-11-18nygtam,2018-11-18,2018,tam,nyg,3.0,2.45,1.6,-3,0,0,1443.1035876412,1372.077256357062,1471.07683792745,1344.29153512542,1484.54145458494,1367.12493153319
1055,2018-11-18ravcin,2018-11-18,2018,cin,rav,6.5,3.2,1.37,-3,0,1,1470.44279471711,1491.61650362432,1506.89761902802,1565.382566460966,1495.0346510831,1596.49254481743
1056,2018-11-18sdgden,2018-11-18,2018,den,sdg,7.0,3.8,1.27,1,1,1,1446.1963070054298,1618.32744736464,1455.9414196053,1610.70324681363,1464.29331958886,1587.25772659256
1057,2018-11-18washtx,2018-11-18,2018,htx,was,-3.0,1.62,2.4,2,1,0,1519.07354590924,1503.35918757709,1506.94892514232,1478.4135433216,1471.92033998956,1515.75029957142
1058,2018-11-19ramkan,2018-11-19,2018,kan,ram,2.5,2.15,1.74,-3,0,0,1711.5256484664,1671.5047216633,1710.0066078623202,1657.82524199508,1698.31647913389,1668.64126161562
1059,2018-11-22dalwas,2018-11-22,2018,was,dal,7.0,3.8,1.27,-8,0,0,1411.5081896154402,1540.9408279253648,1503.35918757709,1524.285783081765,1478.4135433216,1487.56042710963
1060,2018-11-22detchi,2018-11-22,2018,chi,det,-3.0,1.58,2.5,7,1,1,1423.49338681183,1465.46538727672,1584.48739177741,1457.00673216667,1554.40563146769,1480.9916289412402
1061,2018-11-22noratl,2018-11-22,2018,atl,nor,12.5,6.25,1.13,-14,0,0,1549.93315958905,1747.73020378284,1575.38914394769,1724.80613878878,1616.89154624895,1694.25817006462
1062,2018-11-25bufjax,2018-11-25,2018,jax,buf,-3.0,1.6,2.45,-3,0,0,1435.48809032141,1452.58836497056,1457.4771341115,1419.04552807633,1460.86414484846,1369.93393839368
1063,2018-11-25carsea,2018-11-25,2018,sea,car,3.0,2.4,1.62,3,1,1,1559.83363631328,1597.61069556409,1551.23222810158,1605.6649234676402,1556.53340652223,1638.79948734351
1064,2018-11-25cincle,2018-11-25,2018,cle,cin,1.0,1.95,1.86,15,1,1,1368.73901505584,1467.2927964592102,1315.46021004558,1470.44279471711,1317.7065014541,1506.89761902802
1065,2018-11-25cltmia,2018-11-25,2018,mia,clt,8.0,4.25,1.23,-3,0,1,1438.52131122335,1536.49353935468,1399.23672557875,1493.4764751584698,1387.06003463084,1480.53372188372
1066,2018-11-25denpit,2018-11-25,2018,pit,den,-3.0,1.58,2.5,-7,0,0,1678.5170448426,1458.41160220681,1677.46379301447,1446.1963070054298,1639.6888299022,1455.9414196053
1067,2018-11-25mingnb,2018-11-25,2018,gnb,min,3.5,2.7,1.5,-7,0,0,1488.19365347211,1576.4131474991998,1497.74286006029,1595.48823409981,1477.08756026099,1583.76104404362
1068,2018-11-25nyjnwe,2018-11-25,2018,nwe,nyj,-11.5,1.15,5.75,14,1,1,1623.63349900268,1393.48742689169,1675.64084272186,1454.09092293282,1670.33280937761,1403.43119298303
1069,2018-11-25phinyg,2018-11-25,2018,nyg,phi,4.0,2.75,1.47,-3,0,1,1386.378750448766,1589.36866916048,1372.077256357062,1628.02754426524,1344.29153512542,1661.4117816039
1070,2018-11-25ravrai,2018-11-25,2018,rai,rav,12.5,6.25,1.13,-17,0,0,1332.10214462574,1503.23908697583,1317.9204941589,1491.61650362432,1333.416932784172,1565.382566460966
1071,2018-11-25sdgcrd,2018-11-25,2018,crd,sdg,14.0,7.5,1.1,-35,0,0,1325.3953559954798,1604.65815186044,1341.38762843629,1618.32744736464,1352.38407751967,1610.70324681363
1072,2018-11-25tamsfo,2018-11-25,2018,sfo,tam,1.5,2.1,1.76,-18,0,0,1285.75738146788,1401.04866541376,1297.9022382324,1443.1035876412,1252.72297732942,1471.07683792745
1073,2018-11-26htxoti,2018-11-26,2018,oti,htx,3.5,2.7,1.5,-17,0,0,1516.420366174,1523.6712669231902,1564.89222442053,1519.07354590924,1518.5937129566798,1506.94892514232
1074,2018-11-29dalnor,2018-11-29,2018,nor,dal,-7.0,1.28,3.75,-3,0,0,1747.46477849907,1561.9800833912,1747.73020378284,1540.9408279253648,1724.80613878878,1524.285783081765
1075,2018-12-02atlrav,2018-12-02,2018,rav,atl,2.0,2.25,1.68,10,1,1,1517.08371896685,1538.62727002622,1503.23908697583,1549.93315958905,1491.61650362432,1575.38914394769
1076,2018-12-02cinden,2018-12-02,2018,den,cin,-4.5,1.45,2.8,14,1,1,1488.39938045114,1315.67205753724,1458.41160220681,1467.2927964592102,1446.1963070054298,1470.44279471711
1077,2018-12-02detram,2018-12-02,2018,ram,det,-10.0,1.19,5.0,14,1,1,1690.20166455048,1443.53214352629,1671.5047216633,1465.46538727672,1657.82524199508,1457.00673216667
1078,2018-12-02gnbcrd,2018-12-02,2018,crd,gnb,13.0,6.75,1.11,3,1,1,1315.8614285536498,1469.8725119043702,1325.3953559954798,1488.19365347211,1341.38762843629,1497.74286006029
1079,2018-12-02htxcle,2018-12-02,2018,cle,htx,5.5,3.15,1.38,-16,0,0,1422.5291396775,1553.79775027967,1368.73901505584,1523.6712669231902,1315.46021004558,1519.07354590924
1080,2018-12-02jaxclt,2018-12-02,2018,clt,jax,-4.0,1.45,2.8,-6,0,0,1545.73493834968,1349.12049095124,1536.49353935468,1435.48809032141,1493.4764751584698,1457.4771341115
1081,2018-12-02miabuf,2018-12-02,2018,buf,mia,3.5,2.7,1.5,-4,0,0,1474.99543278913,1433.73471236095,1452.58836497056,1438.52131122335,1419.04552807633,1399.23672557875
1082,2018-12-02nwemin,2018-12-02,2018,min,nwe,5.5,3.1,1.4,-14,0,0,1596.46319691525,1638.30206230772,1576.4131474991998,1623.63349900268,1595.48823409981,1675.64084272186
1083,2018-12-02nygchi,2018-12-02,2018,chi,nyg,-3.5,1.54,2.65,-3,0,0,1456.53634155136,1382.56682859753,1423.49338681183,1386.378750448766,1584.48739177741,1372.077256357062
1084,2018-12-02otinyj,2018-12-02,2018,nyj,oti,9.5,4.75,1.2,-4,0,1,1381.17002371608,1500.3542795930698,1393.48742689169,1516.420366174,1454.09092293282,1564.89222442053
1085,2018-12-02pitsdg,2018-12-02,2018,sdg,pit,3.0,2.55,1.57,3,1,1,1619.82222512314,1649.73636730093,1604.65815186044,1678.5170448426,1618.32744736464,1677.46379301447
1086,2018-12-02raikan,2018-12-02,2018,kan,rai,-14.0,1.1,7.5,7,1,0,1706.12844110962,1318.42229078274,1711.5256484664,1332.10214462574,1710.0066078623202,1317.9204941589
1087,2018-12-02seasfo,2018-12-02,2018,sfo,sea,9.5,4.75,1.2,-27,0,0,1263.85266983399,1581.20567383858,1285.75738146788,1559.83363631328,1297.9022382324,1551.23222810158
1088,2018-12-02tamcar,2018-12-02,2018,car,tam,-3.5,1.52,2.67,-7,0,0,1587.00982592726,1432.756640501791,1597.61069556409,1401.04866541376,1605.6649234676402,1443.1035876412
1089,2018-12-03phiwas,2018-12-03,2018,was,phi,5.5,3.15,1.38,-15,0,0,1400.9974756654,1590.1397883329298,1411.5081896154402,1589.36866916048,1503.35918757709,1628.02754426524
1090,2018-12-06otijax,2018-12-06,2018,jax,oti,5.5,3.05,1.4,-21,0,0,1374.25812335278,1509.53195327294,1349.12049095124,1500.3542795930698,1435.48809032141,1516.420366174
1091,2018-12-09bufnyj,2018-12-09,2018,nyj,buf,4.5,2.8,1.45,4,1,1,1323.96037183972,1468.87143079149,1381.17002371608,1474.99543278913,1393.48742689169,1452.58836497056
1092,2018-12-09chiram,2018-12-09,2018,ram,chi,-3.0,1.66,2.3,-9,0,0,1693.60142922358,1600.86328438304,1690.20166455048,1456.53634155136,1671.5047216633,1423.49338681183
1093,2018-12-09clecar,2018-12-09,2018,car,cle,-1.0,1.86,1.95,-6,0,0,1550.85039268131,1412.02329450594,1587.00982592726,1422.5291396775,1597.61069556409,1368.73901505584
1094,2018-12-09crddet,2018-12-09,2018,det,crd,-2.5,1.71,2.2,14,1,1,1421.9303609720898,1339.43403410664,1443.53214352629,1315.8614285536498,1465.46538727672,1325.3953559954798
1095,2018-12-09dalphi,2018-12-09,2018,phi,dal,3.5,2.65,1.54,-6,0,0,1608.02627318669,1578.45611025882,1590.1397883329298,1561.9800833912,1589.36866916048,1540.9408279253648
1096,2018-12-09gnbatl,2018-12-09,2018,atl,gnb,4.0,2.67,1.52,-14,0,0,1502.8722849488502,1448.27492048809,1538.62727002622,1469.8725119043702,1549.93315958905,1488.19365347211
1097,2018-12-09htxclt,2018-12-09,2018,clt,htx,4.0,2.75,1.47,3,1,1,1515.15708120564,1562.83722342493,1545.73493834968,1553.79775027967,1536.49353935468,1523.6712669231902
1098,2018-12-09kanrav,2018-12-09,2018,rav,kan,6.5,3.3,1.35,-3,0,1,1546.10257131592,1717.81425511141,1517.08371896685,1706.12844110962,1503.23908697583,1711.5256484664
1099,2018-12-09mianwe,2018-12-09,2018,nwe,mia,-9.0,1.22,4.5,-1,0,0,1658.166108648457,1444.50865144789,1638.30206230772,1433.73471236095,1623.63349900268,1438.52131122335
1100,2018-12-09raipit,2018-12-09,2018,pit,rai,-10.0,1.18,5.25,-3,0,0,1629.01813404687,1321.11234183034,1649.73636730093,1318.42229078274,1678.5170448426,1332.10214462574
1101,2018-12-09sdgcin,2018-12-09,2018,cin,sdg,17.0,10.0,1.06,-5,0,1,1295.78227688278,1640.5677237729,1315.67205753724,1619.82222512314,1467.2927964592102,1604.65815186044
1102,2018-12-09sfoden,2018-12-09,2018,den,sfo,-3.0,1.62,2.4,-6,0,0,1511.98970486634,1268.70911656729,1488.39938045114,1263.85266983399,1458.41160220681,1285.75738146788
1103,2018-12-09tamnor,2018-12-09,2018,nor,tam,-9.5,1.2,4.75,14,1,1,1714.51360907127,1460.4282948731,1747.46477849907,1432.756640501791,1747.73020378284,1401.04866541376
1104,2018-12-09wasnyg,2018-12-09,2018,nyg,was,-3.0,1.6,2.45,24,1,1,1397.2605425385898,1395.33866915744,1382.56682859753,1400.9974756654,1386.378750448766,1411.5081896154402
1105,2018-12-10seamin,2018-12-10,2018,min,sea,3.0,2.45,1.6,-14,0,0,1572.20503285672,1590.7646923483,1596.46319691525,1581.20567383858,1576.4131474991998,1559.83363631328
1106,2018-12-13kansdg,2018-12-13,2018,sdg,kan,3.5,2.7,1.5,1,1,1,1640.09651286593,1721.86422848058,1640.5677237729,1717.81425511141,1619.82222512314,1706.12844110962
1107,2018-12-15dencle,2018-12-15,2018,cle,den,1.5,2.15,1.74,1,1,1,1437.68142059854,1485.17767163693,1412.02329450594,1511.98970486634,1422.5291396775,1488.39938045114
1108,2018-12-15nyjhtx,2018-12-15,2018,htx,nyj,-7.0,1.32,3.5,7,1,0,1541.91248512539,1353.7105068874798,1562.83722342493,1323.96037183972,1553.79775027967,1381.17002371608
1109,2018-12-16atlcrd,2018-12-16,2018,crd,atl,9.5,4.5,1.22,-26,0,0,1313.2636076784602,1476.77236154811,1339.43403410664,1502.8722849488502,1315.8614285536498,1538.62727002622
1110,2018-12-16bufdet,2018-12-16,2018,det,buf,2.5,2.3,1.66,-1,0,1,1447.03782056667,1443.28699347367,1421.9303609720898,1468.87143079149,1443.53214352629,1474.99543278913
1111,2018-12-16chignb,2018-12-16,2018,gnb,chi,5.5,2.95,1.42,-7,0,0,1471.618665279434,1612.37698862823,1448.27492048809,1600.86328438304,1469.8725119043702,1456.53634155136
1112,2018-12-16cinrai,2018-12-16,2018,rai,cin,3.0,2.5,1.58,-14,0,0,1349.84180000882,1300.96742664663,1321.11234183034,1295.78227688278,1318.42229078274,1315.67205753724
1113,2018-12-16cltdal,2018-12-16,2018,dal,clt,3.0,2.4,1.62,-23,0,0,1602.79742240624,1535.62148347138,1578.45611025882,1515.15708120564,1561.9800833912,1545.73493834968
1114,2018-12-16jaxwas,2018-12-16,2018,was,jax,7.5,3.8,1.27,3,1,1,1325.42773548412,1359.34734865418,1395.33866915744,1374.25812335278,1400.9974756654,1349.12049095124
1115,2018-12-16minmia,2018-12-16,2018,mia,min,7.5,4.0,1.26,-24,0,0,1458.99334674986,1547.40449125288,1444.50865144789,1572.20503285672,1433.73471236095,1596.46319691525
1116,2018-12-16nygoti,2018-12-16,2018,oti,nyg,-1.5,1.76,2.1,17,1,1,1526.98167118873,1448.054972570162,1509.53195327294,1397.2605425385898,1500.3542795930698,1382.56682859753
1117,2018-12-16pitnwe,2018-12-16,2018,nwe,pit,-2.5,1.68,2.25,-7,0,0,1650.91916228147,1605.59177757053,1658.166108648457,1629.01813404687,1638.30206230772,1649.73636730093
1118,2018-12-16ramphi,2018-12-16,2018,phi,ram,13.5,7.0,1.11,7,1,1,1531.211414253,1645.96173902829,1608.02627318669,1693.60142922358,1590.1397883329298,1690.20166455048
1119,2018-12-16ravtam,2018-12-16,2018,tam,rav,8.5,4.2,1.25,-8,0,1,1442.58535190335,1543.74376376285,1460.4282948731,1546.10257131592,1432.756640501791,1517.08371896685
1120,2018-12-16sfosea,2018-12-16,2018,sea,sfo,-4.0,1.44,2.85,-3,0,0,1601.8806157465349,1303.0196320978798,1590.7646923483,1268.70911656729,1581.20567383858,1263.85266983399
1121,2018-12-17carnor,2018-12-17,2018,nor,car,-6.0,1.38,3.15,3,1,0,1722.90579112464,1520.68145387421,1714.51360907127,1550.85039268131,1747.46477849907,1587.00982592726
1122,2018-12-22otiwas,2018-12-22,2018,was,oti,11.0,5.75,1.15,-9,0,1,1352.8968956510598,1551.442017077134,1325.42773548412,1526.98167118873,1395.33866915744,1509.53195327294
1123,2018-12-22sdgrav,2018-12-22,2018,rav,sdg,4.0,2.8,1.45,12,1,1,1558.27161644861,1642.56324375958,1543.74376376285,1640.09651286593,1546.10257131592,1640.5677237729
1124,2018-12-23caratl,2018-12-23,2018,atl,car,-3.0,1.62,2.4,14,1,1,1494.60045348864,1321.33931491458,1476.77236154811,1520.68145387421,1502.8722849488502,1550.85039268131
1125,2018-12-23clecin,2018-12-23,2018,cin,cle,10.0,4.5,1.22,-8,0,1,1320.76838472187,1443.34162580473,1300.96742664663,1437.68142059854,1295.78227688278,1412.02329450594
1126,2018-12-23cltnyg,2018-12-23,2018,nyg,clt,9.5,4.75,1.2,-1,0,1,1411.76387981465,1562.81801233412,1448.054972570162,1535.62148347138,1397.2605425385898,1515.15708120564
1127,2018-12-23crdram,2018-12-23,2018,ram,crd,-14.0,1.12,6.5,22,1,1,1614.131833373387,1287.13635252054,1645.96173902829,1313.2636076784602,1693.60142922358,1339.43403410664
1128,2018-12-23daltam,2018-12-23,2018,tam,dal,7.0,3.7,1.29,-7,0,0,1425.51865299936,1559.89218592961,1442.58535190335,1602.79742240624,1460.4282948731,1578.45611025882
1129,2018-12-23detmin,2018-12-23,2018,min,det,-6.5,1.33,3.4,18,1,1,1559.5005982156508,1447.53795539908,1547.40449125288,1447.03782056667,1572.20503285672,1421.9303609720898
1130,2018-12-23miajax,2018-12-23,2018,jax,mia,3.0,2.45,1.6,10,1,1,1338.15088771744,1424.66401953986,1359.34734865418,1458.99334674986,1374.25812335278,1444.50865144789
1131,2018-12-23norpit,2018-12-23,2018,pit,nor,6.5,3.3,1.35,-3,0,1,1615.6739698459,1718.93220307322,1605.59177757053,1722.90579112464,1629.01813404687,1714.51360907127
1132,2018-12-23nwebuf,2018-12-23,2018,buf,nwe,13.5,7.0,1.11,-12,0,1,1450.2579716543598,1628.41573641597,1443.28699347367,1650.91916228147,1468.87143079149,1658.166108648457
1133,2018-12-23nyjgnb,2018-12-23,2018,gnb,nyj,-3.0,1.62,2.4,6,1,1,1455.74421066779,1347.559351072759,1471.618665279434,1353.7105068874798,1448.27492048809,1323.96037183972
1134,2018-12-23phihtx,2018-12-23,2018,htx,phi,2.0,2.05,1.8,-2,0,0,1556.62531137653,1567.19128502022,1541.91248512539,1531.211414253,1562.83722342493,1608.02627318669
1135,2018-12-23seakan,2018-12-23,2018,kan,sea,-1.0,1.8,2.05,-7,0,0,1708.99267712725,1581.51462064584,1721.86422848058,1601.8806157465349,1717.81425511141,1590.7646923483
1136,2018-12-23sfochi,2018-12-23,2018,chi,sfo,-4.0,1.47,2.75,5,1,1,1626.03271957678,1333.03364220477,1612.37698862823,1303.0196320978798,1600.86328438304,1268.70911656729
1137,2018-12-24raiden,2018-12-24,2018,den,rai,-2.5,1.71,2.2,-13,0,0,1472.809811249617,1325.80786249471,1485.17767163693,1349.84180000882,1511.98970486634,1321.11234183034
1138,2018-12-30bufmia,2018-12-30,2018,mia,buf,5.5,3.05,1.4,-25,0,0,1392.33562428645,1438.01981820554,1424.66401953986,1450.2579716543598,1458.99334674986,1443.28699347367
1139,2018-12-30densdg,2018-12-30,2018,sdg,den,-6.5,1.33,3.4,14,1,1,1593.54434490351,1438.02583007688,1642.56324375958,1472.809811249617,1640.09651286593,1485.17767163693
1140,2018-12-30gnbdet,2018-12-30,2018,det,gnb,7.5,3.7,1.29,31,1,1,1417.14695515658,1485.69764623433,1447.53795539908,1455.74421066779,1447.03782056667,1471.618665279434
